코드,일정,구분,크루즈,종류,금액,시작일자,끝일자,비고,별도요금
R0226,1박2일,엑스트라,그랜드 파이어니스,오션스위트룸,"5,150,000",2025-08-30,2025-09-01,신용카드,
R0227,1박2일,엑스트라,그랜드 파이어니스,오션발코니 스위트,"5,150,000",2025-08-30,2025-09-01,신용카드,
R0228,1박2일,엑스트라,그랜드 파이어니스,베란다 스위트,"5,600,000",2025-08-30,2025-09-01,베트남동,
R0229,1박2일,엑스트라,그랜드 파이어니스,베란다 스위트,"6,050,000",2025-08-30,2025-09-01,신용카드,
R0230,1박2일,엑스트라,그랜드 파이어니스,이그제큐티브 스위트,"6,250,000",2025-08-30,2025-09-01,베트남동,
R0231,1박2일,엑스트라,그랜드 파이어니스,이그제큐티브 스위트,"6,650,000",2025-08-30,2025-09-01,신용카드,
R0232,1박2일,엑스트라,그랜드 파이어니스,더 오셔니아 스위트,"11,900,000",2025-08-30,2025-09-01,베트남동,
R0233,1박2일,엑스트라,그랜드 파이어니스,더 오셔니아 스위트,"12,450,000",2025-08-30,2025-09-01,신용카드,
R0234,1박2일,엑스트라,그랜드 파이어니스,오션스위트 트리플룸,불가,2025-08-30,2025-09-01,신용카드,
R0235,1박2일,엑스트라,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,신용카드,
R0236,1박2일,엑스트라,그랜드 파이어니스,더 오너스 스위트 (2인),불가,2025-08-30,2025-09-01,신용카드,
R0237,1박2일,엑스트라,그랜드 파이어니스,더 오너스 스위트 (3인),불가,2025-08-30,2025-09-01,신용카드,
R0238,1박2일,엑스트라,그랜드 파이어니스,더 오너스 스위트 (4인),불가,2025-08-30,2025-09-01,신용카드,
R0239,1박2일,엑스트라,그랜드 파이어니스,오션스위트 트리플룸,불가,2025-08-30,2025-09-01,베트남동,
R0240,1박2일,엑스트라,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0241,1박2일,엑스트라,그랜드 파이어니스,더 오너스 스위트 (2인),불가,2025-08-30,2025-09-01,베트남동,
R0242,1박2일,엑스트라,그랜드 파이어니스,더 오너스 스위트 (4인),불가,2025-08-30,2025-09-01,베트남동,
R0243,2박3일,성인,그랜드 파이어니스,오션스위트,"12,200,000",2025-08-30,2025-09-01,베트남동,
R0244,2박3일,성인,그랜드 파이어니스,오션발코니 스위트,"12,200,000",2025-08-30,2025-09-01,베트남동,
R0245,2박3일,성인,그랜드 파이어니스,오션스위트 트리플,"12,400,000",2025-08-30,2025-09-01,베트남동,
R0246,2박3일,성인,그랜드 파이어니스,오션스위트,"12,700,000",2025-08-30,2025-09-01,일반요금,
R0247,2박3일,성인,그랜드 파이어니스,오션발코니 스위트,"12,700,000",2025-08-30,2025-09-01,일반요금,
R0248,2박3일,성인,그랜드 파이어니스,오션스위트 트리플,"12,900,000",2025-08-30,2025-09-01,일반요금,
R0249,2박3일,성인,그랜드 파이어니스,베란다 스위트,"14,150,000",2025-08-30,2025-09-01,베트남동,
R0250,2박3일,성인,그랜드 파이어니스,베란다 스위트,"14,700,000",2025-08-30,2025-09-01,일반요금,
R0251,2박3일,성인,그랜드 파이어니스,이그제큐티브 스위트,"15,400,000",2025-08-30,2025-09-01,베트남동,
R0252,2박3일,성인,그랜드 파이어니스,이그제큐티브 스위트,"16,000,000",2025-08-30,2025-09-01,일반요금,
R0253,2박3일,성인,그랜드 파이어니스,더 에센스 스위트,"20,800,000",2025-08-30,2025-09-01,베트남동,
R0254,2박3일,성인,그랜드 파이어니스,더 에센스 스위트,"21,350,000",2025-08-30,2025-09-01,일반요금,
R0255,2박3일,성인,그랜드 파이어니스,펄 스위트,"22,800,000",2025-08-30,2025-09-01,베트남동,
R0256,2박3일,성인,그랜드 파이어니스,펄 스위트,"23,300,000",2025-08-30,2025-09-01,일반요금,
R0257,2박3일,성인,그랜드 파이어니스,더 시그니쳐 스위트,"24,700,000",2025-08-30,2025-09-01,베트남동,
R0258,2박3일,성인,그랜드 파이어니스,더 시그니쳐 스위트,"25,400,000",2025-08-30,2025-09-01,일반요금,
R0259,2박3일,성인,그랜드 파이어니스,더 프레지던트 스위트,"50,500,000",2025-08-30,2025-09-01,베트남동,
R0260,2박3일,성인,그랜드 파이어니스,더 프레지던트 스위트,"51,200,000",2025-08-30,2025-09-01,일반요금,
R0261,2박3일,싱글차지,그랜드 파이어니스,오션스위트,"17,000,000",2025-08-30,2025-09-01,베트남동,
R0262,2박3일,싱글차지,그랜드 파이어니스,오션발코니 스위트,"17,000,000",2025-08-30,2025-09-01,베트남동,
R0263,2박3일,싱글차지,그랜드 파이어니스,오션스위트,"17,400,000",2025-08-30,2025-09-01,일반요금,
R0264,2박3일,싱글차지,그랜드 파이어니스,오션발코니 스위트,"17,400,000",2025-08-30,2025-09-01,일반요금,
R0265,2박3일,싱글차지,그랜드 파이어니스,베란다 스위트,"20,800,000",2025-08-30,2025-09-01,베트남동,
R0266,2박3일,싱글차지,그랜드 파이어니스,베란다 스위트,"21,200,000",2025-08-30,2025-09-01,일반요금,
R0267,2박3일,싱글차지,그랜드 파이어니스,이그제큐티브 스위트,"22,800,000",2025-08-30,2025-09-01,베트남동,
R0268,2박3일,싱글차지,그랜드 파이어니스,이그제큐티브 스위트,"23,300,000",2025-08-30,2025-09-01,일반요금,
R0269,2박3일,싱글차지,그랜드 파이어니스,더 에센스 스위트,"30,500,000",2025-08-30,2025-09-01,베트남동,
R0270,2박3일,싱글차지,그랜드 파이어니스,더 에센스 스위트,"31,200,000",2025-08-30,2025-09-01,일반요금,
R0271,2박3일,싱글차지,그랜드 파이어니스,펄 스위트,"33,300,000",2025-08-30,2025-09-01,베트남동,
R0272,2박3일,싱글차지,그랜드 파이어니스,펄 스위트,"34,150,000",2025-08-30,2025-09-01,일반요금,
R0273,2박3일,싱글차지,그랜드 파이어니스,더 시그니쳐 스위트,"36,300,000",2025-08-30,2025-09-01,베트남동,
R0274,2박3일,싱글차지,그랜드 파이어니스,더 시그니쳐 스위트,"37,400,000",2025-08-30,2025-09-01,일반요금,
R0275,2박3일,싱글차지,그랜드 파이어니스,더 프레지던트 스위트,"74,000,000",2025-08-30,2025-09-01,베트남동,
R0276,2박3일,싱글차지,그랜드 파이어니스,더 프레지던트 스위트,"75,700,000",2025-08-30,2025-09-01,일반요금,
R0277,2박3일,싱글차지,그랜드 파이어니스,오션스위트 트리플,#NUM!,2025-08-30,2025-09-01,일반요금,
R0278,2박3일,싱글차지,그랜드 파이어니스,오션스위트 트리플,#NUM!,2025-08-30,2025-09-01,베트남동,
R0279,2박3일,아동,그랜드 파이어니스,오션스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0280,2박3일,아동,그랜드 파이어니스,오션발코니 스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0281,2박3일,아동,그랜드 파이어니스,오션스위트 트리플,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0282,2박3일,아동,그랜드 파이어니스,베란다 스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0283,2박3일,아동,그랜드 파이어니스,이그제큐티브 스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0284,2박3일,아동,그랜드 파이어니스,더 에센스 스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0285,2박3일,아동,그랜드 파이어니스,펄 스위트,"7,350,000",2025-08-30,2025-09-01,베트남동,
R0286,2박3일,아동,그랜드 파이어니스,오션스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0287,2박3일,아동,그랜드 파이어니스,오션발코니 스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0288,2박3일,아동,그랜드 파이어니스,오션스위트 트리플,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0289,2박3일,아동,그랜드 파이어니스,베란다 스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0290,2박3일,아동,그랜드 파이어니스,이그제큐티브 스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0291,2박3일,아동,그랜드 파이어니스,더 에센스 스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0292,2박3일,아동,그랜드 파이어니스,펄 스위트,"7,600,000",2025-08-30,2025-09-01,일반요금,
R0293,2박3일,아동,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0294,2박3일,아동,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0295,2박3일,아동,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0296,2박3일,아동,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0297,2박3일,엑스트라 성인,그랜드 파이어니스,오션스위트,"10,100,000",2025-08-30,2025-09-01,베트남동,
R0298,2박3일,엑스트라 성인,그랜드 파이어니스,오션발코니 스위트,"10,100,000",2025-08-30,2025-09-01,베트남동,
R0299,2박3일,엑스트라 성인,그랜드 파이어니스,오션스위트,"10,400,000",2025-08-30,2025-09-01,일반요금,
R0300,2박3일,엑스트라 성인,그랜드 파이어니스,오션발코니 스위트,"10,400,000",2025-08-30,2025-09-01,일반요금,
R0301,2박3일,엑스트라 성인,그랜드 파이어니스,베란다 스위트,"11,700,000",2025-08-30,2025-09-01,베트남동,
R0302,2박3일,엑스트라 성인,그랜드 파이어니스,베란다 스위트,"12,000,000",2025-08-30,2025-09-01,일반요금,
R0303,2박3일,엑스트라 성인,그랜드 파이어니스,이그제큐티브 스위트,"12,700,000",2025-08-30,2025-09-01,베트남동,
R0304,2박3일,엑스트라 성인,그랜드 파이어니스,이그제큐티브 스위트,"13,000,000",2025-08-30,2025-09-01,일반요금,
R0305,2박3일,엑스트라 성인,그랜드 파이어니스,펄 스위트,"18,400,000",2025-08-30,2025-09-01,베트남동,
R0306,2박3일,엑스트라 성인,그랜드 파이어니스,펄 스위트,"18,850,000",2025-08-30,2025-09-01,일반요금,
R0307,2박3일,엑스트라 성인,그랜드 파이어니스,오션스위트 트리플,불가,2025-08-30,2025-09-01,일반요금,
R0308,2박3일,엑스트라 성인,그랜드 파이어니스,오션스위트 트리플,불가,2025-08-30,2025-09-01,베트남동,
R0309,2박3일,엑스트라 성인,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0310,2박3일,엑스트라 성인,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0311,2박3일,엑스트라 성인,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0312,2박3일,엑스트라 성인,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0313,2박3일,엑스트라 성인,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0314,2박3일,엑스트라 성인,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0315,2박3일,엑스트라 아동,그랜드 파이어니스,오션스위트,"9,700,000",2025-08-30,2025-09-01,베트남동,
R0316,2박3일,엑스트라 아동,그랜드 파이어니스,오션발코니 스위트,"9,700,000",2025-08-30,2025-09-01,베트남동,
R0317,2박3일,엑스트라 아동,그랜드 파이어니스,베란다 스위트,"9,700,000",2025-08-30,2025-09-01,베트남동,
R0318,2박3일,엑스트라 아동,그랜드 파이어니스,이그제큐티브 스위트,"9,700,000",2025-08-30,2025-09-01,베트남동,
R0319,2박3일,엑스트라 아동,그랜드 파이어니스,펄 스위트,"9,700,000",2025-08-30,2025-09-01,베트남동,
R0320,2박3일,엑스트라 아동,그랜드 파이어니스,오션스위트,"10,000,000",2025-08-30,2025-09-01,일반요금,
R0321,2박3일,엑스트라 아동,그랜드 파이어니스,오션발코니 스위트,"10,000,000",2025-08-30,2025-09-01,일반요금,
R0322,2박3일,엑스트라 아동,그랜드 파이어니스,베란다 스위트,"10,000,000",2025-08-30,2025-09-01,일반요금,
R0323,2박3일,엑스트라 아동,그랜드 파이어니스,이그제큐티브 스위트,"10,000,000",2025-08-30,2025-09-01,일반요금,
R0324,2박3일,엑스트라 아동,그랜드 파이어니스,펄 스위트,"10,000,000",2025-08-30,2025-09-01,일반요금,
R0325,2박3일,엑스트라 아동,그랜드 파이어니스,오션스위트 트리플,불가,2025-08-30,2025-09-01,일반요금,
R0326,2박3일,엑스트라 아동,그랜드 파이어니스,오션스위트 트리플,불가,2025-08-30,2025-09-01,베트남동,
R0327,2박3일,엑스트라 아동,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0328,2박3일,엑스트라 아동,그랜드 파이어니스,더 에센스 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0329,2박3일,엑스트라 아동,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0330,2박3일,엑스트라 아동,그랜드 파이어니스,더 시그니쳐 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0331,2박3일,엑스트라 아동,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,일반요금,
R0332,2박3일,엑스트라 아동,그랜드 파이어니스,더 프레지던트 스위트,불가,2025-08-30,2025-09-01,베트남동,
R0333,1박2일,성인,그랜드 파이어니스,오션발코니 스위트,"3,750,000",2025-09-02,2025-12-23,베트남동,
R0334,1박2일,성인,그랜드 파이어니스,오션발코니 스위트,"3,900,000",2025-09-02,2025-12-23,신용카드,
R0335,1박2일,성인,그랜드 파이어니스,오션스위트룸,"4,700,000",2025-09-02,2025-12-23,베트남동,
R0336,1박2일,성인,그랜드 파이어니스,오션스위트 트리플룸,"4,700,000",2025-09-02,2025-12-23,베트남동,
R0337,1박2일,성인,그랜드 파이어니스,오션스위트룸,"4,900,000",2025-09-02,2025-12-23,신용카드,
R0338,1박2일,성인,그랜드 파이어니스,오션스위트 트리플룸,"4,900,000",2025-09-02,2025-12-23,신용카드,
R0339,1박2일,성인,그랜드 파이어니스,베란다 스위트,"5,500,000",2025-09-02,2025-12-23,베트남동,
R0340,1박2일,성인,그랜드 파이어니스,베란다 스위트,"5,700,000",2025-09-02,2025-12-23,신용카드,
R0341,1박2일,성인,그랜드 파이어니스,이그제큐티브 스위트,"6,300,000",2025-09-02,2025-12-23,베트남동,
R0342,1박2일,성인,그랜드 파이어니스,이그제큐티브 스위트,"6,600,000",2025-09-02,2025-12-23,신용카드,
R0343,1박2일,성인,그랜드 파이어니스,더 에센스 스위트,"8,100,000",2025-09-02,2025-12-23,베트남동,
R0344,1박2일,성인,그랜드 파이어니스,더 에센스 스위트,"8,500,000",2025-09-02,2025-12-23,신용카드,
R0345,1박2일,성인,그랜드 파이어니스,더 오너스 스위트 (4인),"12,500,000",2025-09-02,2025-12-23,베트남동,
R0346,1박2일,성인,그랜드 파이어니스,더 오셔니아 스위트,"13,200,000",2025-09-02,2025-12-23,베트남동,
R0347,1박2일,성인,그랜드 파이어니스,더 오너스 스위트 (4인),"13,300,000",2025-09-02,2025-12-23,신용카드,
R0348,1박2일,성인,그랜드 파이어니스,더 오셔니아 스위트,"13,800,000",2025-09-02,2025-12-23,신용카드,
R0349,1박2일,성인,그랜드 파이어니스,더 오너스 스위트 (3인),"15,500,000",2025-09-02,2025-12-23,신용카드,
R0350,1박2일,성인,그랜드 파이어니스,더 오너스 스위트 (2인),"20,150,000",2025-09-02,2025-12-23,베트남동,
R0351,1박2일,성인,그랜드 파이어니스,더 오너스 스위트 (2인),"20,800,000",2025-09-02,2025-12-23,신용카드,
R0352,1박2일,싱글차지,그랜드 파이어니스,오션스위트룸,"6,900,000",2025-09-02,2025-12-23,베트남동,
R0353,1박2일,싱글차지,그랜드 파이어니스,오션발코니 스위트,"6,900,000",2025-09-02,2025-12-23,베트남동,
R0354,1박2일,싱글차지,그랜드 파이어니스,오션스위트룸,"7,400,000",2025-09-02,2025-12-23,신용카드,
R0355,1박2일,싱글차지,그랜드 파이어니스,오션발코니 스위트,"7,400,000",2025-09-02,2025-12-23,신용카드,
R0356,1박2일,싱글차지,그랜드 파이어니스,베란다 스위트,"8,100,000",2025-09-02,2025-12-23,베트남동,
R0357,1박2일,싱글차지,그랜드 파이어니스,베란다 스위트,"8,600,000",2025-09-02,2025-12-23,신용카드,
R0358,1박2일,싱글차지,그랜드 파이어니스,이그제큐티브 스위트,"8,900,000",2025-09-02,2025-12-23,베트남동,
R0359,1박2일,싱글차지,그랜드 파이어니스,이그제큐티브 스위트,"9,400,000",2025-09-02,2025-12-23,신용카드,
R0360,1박2일,싱글차지,그랜드 파이어니스,더 에센스 스위트,"12,000,000",2025-09-02,2025-12-23,베트남동,
